PassengerId,Survived,Pclass,Sex,Age,Fare,Title_Sort_elite,Title_Sort_married,Title_Sort_not_married,Title_Sort_unknown,Familysize,Embarked_C,Embarked_Q,Embarked_S
44,1,2,0,3.0,41.5792,False,False,True,False,4,True,False,False
45,1,3,0,19.0,7.8792,False,False,True,False,1,False,True,False
46,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
47,0,3,1,24.0,15.5,False,False,False,True,2,False,True,False
48,1,3,0,24.0,7.75,False,False,True,False,1,False,True,False
49,0,3,1,24.0,21.6792,False,False,False,True,3,True,False,False
50,0,3,0,18.0,17.8,False,True,False,False,2,False,False,True
51,0,3,1,7.0,39.6875,True,False,False,False,6,False,False,True
52,0,3,1,21.0,7.8,False,False,False,True,1,False,False,True
53,1,1,0,49.0,76.7292,False,True,False,False,2,True,False,False
54,1,2,0,29.0,26.0,False,True,False,False,2,False,False,True
55,0,1,1,65.0,61.9792,False,False,False,True,2,True,False,False
56,1,1,1,37.0,35.5,False,False,False,True,1,False,False,True
57,1,2,0,21.0,10.5,False,False,True,False,1,False,False,True
58,0,3,1,28.5,7.2292,False,False,False,True,1,True,False,False
59,1,2,0,5.0,27.75,False,False,True,False,4,False,False,True
60,0,3,1,11.0,46.9,True,False,False,False,8,False,False,True
61,0,3,1,22.0,7.2292,False,False,False,True,1,True,False,False
62,1,1,0,38.0,80.0,False,False,True,False,1,False,False,True
63,0,1,1,45.0,83.475,False,False,False,True,2,False,False,True
64,0,3,1,4.0,27.9,True,False,False,False,6,False,False,True
65,0,1,1,37.0,27.7208,False,False,False,True,1,True,False,False
66,1,3,1,24.0,15.2458,True,False,False,False,3,True,False,False
67,1,2,0,29.0,10.5,False,True,False,False,1,False,False,True
68,0,3,1,19.0,8.1583,False,False,False,True,1,False,False,True
69,1,3,0,17.0,7.925,False,False,True,False,7,False,False,True
70,0,3,1,26.0,8.6625,False,False,False,True,3,False,False,True
71,0,2,1,32.0,10.5,False,False,False,True,1,False,False,True
72,0,3,0,16.0,46.9,False,False,True,False,8,False,False,True
73,0,2,1,21.0,73.5,False,False,False,True,1,False,False,True
74,0,3,1,26.0,14.4542,False,False,False,True,2,True,False,False
75,1,3,1,32.0,56.4958,False,False,False,True,1,False,False,True
76,0,3,1,25.0,7.65,False,False,False,True,1,False,False,True
77,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
78,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
79,1,2,1,0.83,29.0,True,False,False,False,3,False,False,True
80,1,3,0,30.0,12.475,False,False,True,False,1,False,False,True
81,0,3,1,22.0,9.0,False,False,False,True,1,False,False,True
82,1,3,1,29.0,9.5,False,False,False,True,1,False,False,True
83,1,3,0,24.0,7.7875,False,False,True,False,1,False,True,False
84,0,1,1,28.0,47.1,False,False,False,True,1,False,False,True
85,1,2,0,17.0,10.5,False,False,True,False,1,False,False,True
86,1,3,0,33.0,15.85,False,True,False,False,4,False,False,True
87,0,3,1,16.0,34.375,False,False,False,True,5,False,False,True
88,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
89,1,1,0,23.0,263.0,False,False,True,False,6,False,False,True
90,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
91,0,3,1,29.0,8.05,False,False,False,True,1,False,False,True
92,0,3,1,20.0,7.8542,False,False,False,True,1,False,False,True
93,0,1,1,46.0,61.175,False,False,False,True,2,False,False,True
94,0,3,1,26.0,20.575,False,False,False,True,4,False,False,True
95,0,3,1,59.0,7.25,False,False,False,True,1,False,False,True
96,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
97,0,1,1,71.0,34.6542,False,False,False,True,1,True,False,False
98,1,1,1,23.0,63.3583,False,False,False,True,2,True,False,False
99,1,2,0,34.0,23.0,False,True,False,False,2,False,False,True
100,0,2,1,34.0,26.0,False,False,False,True,2,False,False,True
101,0,3,0,28.0,7.8958,False,False,True,False,1,False,False,True
102,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
103,0,1,1,21.0,77.2875,False,False,False,True,2,False,False,True
104,0,3,1,33.0,8.6542,False,False,False,True,1,False,False,True
105,0,3,1,37.0,7.925,False,False,False,True,3,False,False,True
106,0,3,1,28.0,7.8958,False,False,False,True,1,False,False,True
107,1,3,0,21.0,7.65,False,False,True,False,1,False,False,True
108,1,3,1,24.0,7.775,False,False,False,True,1,False,False,True
109,0,3,1,38.0,7.8958,False,False,False,True,1,False,False,True
110,1,3,0,24.0,24.15,False,False,True,False,2,False,True,False
111,0,1,1,47.0,52.0,False,False,False,True,1,False,False,True
112,0,3,0,14.5,14.4542,False,False,True,False,2,True,False,False
113,0,3,1,22.0,8.05,False,False,False,True,1,False,False,True
114,0,3,0,20.0,9.825,False,False,True,False,2,False,False,True
115,0,3,0,17.0,14.4583,False,False,True,False,1,True,False,False
116,0,3,1,21.0,7.925,False,False,False,True,1,False,False,True
117,0,3,1,70.5,7.75,False,False,False,True,1,False,True,False
118,0,2,1,29.0,21.0,False,False,False,True,2,False,False,True
119,0,1,1,24.0,247.5208,False,False,False,True,2,True,False,False
120,0,3,0,2.0,31.275,False,False,True,False,7,False,False,True
121,0,2,1,21.0,73.5,False,False,False,True,3,False,False,True
122,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
123,0,2,1,32.5,30.0708,False,False,False,True,2,True,False,False
124,1,2,0,32.5,13.0,False,False,True,False,1,False,False,True
125,0,1,1,54.0,77.2875,False,False,False,True,2,False,False,True
126,1,3,1,12.0,11.2417,True,False,False,False,2,True,False,False
127,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
128,1,3,1,24.0,7.1417,False,False,False,True,1,False,False,True
129,1,3,0,24.0,22.3583,False,False,True,False,3,True,False,False
130,0,3,1,45.0,6.975,False,False,False,True,1,False,False,True
131,0,3,1,33.0,7.8958,False,False,False,True,1,True,False,False
132,0,3,1,20.0,7.05,False,False,False,True,1,False,False,True
133,0,3,0,47.0,14.5,False,True,False,False,2,False,False,True
134,1,2,0,29.0,26.0,False,True,False,False,2,False,False,True
135,0,2,1,25.0,13.0,False,False,False,True,1,False,False,True
136,0,2,1,23.0,15.0458,False,False,False,True,1,True,False,False
137,1,1,0,19.0,26.2833,False,False,True,False,3,False,False,True
138,0,1,1,37.0,53.1,False,False,False,True,2,False,False,True
139,0,3,1,16.0,9.2167,False,False,False,True,1,False,False,True
140,0,1,1,24.0,79.2,False,False,False,True,1,True,False,False
141,0,3,0,24.0,15.2458,False,True,False,False,3,True,False,False
142,1,3,0,22.0,7.75,False,False,True,False,1,False,False,True
143,1,3,0,24.0,15.85,False,True,False,False,2,False,False,True
144,0,3,1,19.0,6.75,False,False,False,True,1,False,True,False
145,0,2,1,18.0,11.5,False,False,False,True,1,False,False,True
146,0,2,1,19.0,36.75,False,False,False,True,3,False,False,True
147,1,3,1,27.0,7.7958,False,False,False,True,1,False,False,True
148,0,3,0,9.0,34.375,False,False,True,False,5,False,False,True
149,0,2,1,36.5,26.0,False,False,False,True,3,False,False,True
150,0,2,1,42.0,13.0,True,False,False,False,1,False,False,True
151,0,2,1,51.0,12.525,True,False,False,False,1,False,False,True
152,1,1,0,22.0,66.6,False,True,False,False,2,False,False,True
153,0,3,1,55.5,8.05,False,False,False,True,1,False,False,True
154,0,3,1,40.5,14.5,False,False,False,True,3,False,False,True
155,0,3,1,24.0,7.3125,False,False,False,True,1,False,False,True
156,0,1,1,51.0,61.3792,False,False,False,True,2,True,False,False
157,1,3,0,16.0,7.7333,False,False,True,False,1,False,True,False
158,0,3,1,30.0,8.05,False,False,False,True,1,False,False,True
159,0,3,1,24.0,8.6625,False,False,False,True,1,False,False,True
160,0,3,1,24.0,69.55,True,False,False,False,11,False,False,True
161,0,3,1,44.0,16.1,False,False,False,True,2,False,False,True
162,1,2,0,40.0,15.75,False,True,False,False,1,False,False,True
163,0,3,1,26.0,7.775,False,False,False,True,1,False,False,True
164,0,3,1,17.0,8.6625,False,False,False,True,1,False,False,True
165,0,3,1,1.0,39.6875,True,False,False,False,6,False,False,True
166,1,3,1,9.0,20.525,True,False,False,False,3,False,False,True
167,1,1,0,37.0,55.0,False,True,False,False,2,False,False,True
168,0,3,0,45.0,27.9,False,True,False,False,6,False,False,True
169,0,1,1,37.0,25.925,False,False,False,True,1,False,False,True
170,0,3,1,28.0,56.4958,False,False,False,True,1,False,False,True
171,0,1,1,61.0,33.5,False,False,False,True,1,False,False,True
172,0,3,1,4.0,29.125,True,False,False,False,6,False,True,False
173,1,3,0,1.0,11.1333,False,False,True,False,3,False,False,True
174,0,3,1,21.0,7.925,False,False,False,True,1,False,False,True
175,0,1,1,56.0,30.6958,False,False,False,True,1,True,False,False
176,0,3,1,18.0,7.8542,False,False,False,True,3,False,False,True
177,0,3,1,24.0,25.4667,True,False,False,False,5,False,False,True
178,0,1,0,50.0,28.7125,False,False,True,False,1,True,False,False
179,0,2,1,30.0,13.0,False,False,False,True,1,False,False,True
180,0,3,1,36.0,0.0,False,False,False,True,1,False,False,True
181,0,3,0,24.0,69.55,False,False,True,False,11,False,False,True
182,0,2,1,29.0,15.05,False,False,False,True,1,True,False,False
183,0,3,1,9.0,31.3875,True,False,False,False,7,False,False,True
184,1,2,1,1.0,39.0,True,False,False,False,4,False,False,True
185,1,3,0,4.0,22.025,False,False,True,False,3,False,False,True
186,0,1,1,37.0,50.0,False,False,False,True,1,False,False,True
187,1,3,0,24.0,15.5,False,True,False,False,2,False,True,False
188,1,1,1,45.0,26.55,False,False,False,True,1,False,False,True
189,0,3,1,40.0,15.5,False,False,False,True,3,False,True,False
190,0,3,1,36.0,7.8958,False,False,False,True,1,False,False,True
191,1,2,0,32.0,13.0,False,True,False,False,1,False,False,True
192,0,2,1,19.0,13.0,False,False,False,True,1,False,False,True
193,1,3,0,19.0,7.8542,False,False,True,False,2,False,False,True
194,1,2,1,3.0,26.0,True,False,False,False,3,False,False,True
195,1,1,0,44.0,27.7208,False,True,False,False,1,True,False,False
196,1,1,0,58.0,146.5208,False,False,True,False,1,True,False,False
197,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
198,0,3,1,42.0,8.4042,False,False,False,True,2,False,False,True
199,1,3,0,24.0,7.75,False,False,True,False,1,False,True,False
200,0,2,0,24.0,13.0,False,False,True,False,1,False,False,True
201,0,3,1,28.0,9.5,False,False,False,True,1,False,False,True
202,0,3,1,24.0,69.55,False,False,False,True,11,False,False,True
203,0,3,1,34.0,6.4958,False,False,False,True,1,False,False,True
204,0,3,1,45.5,7.225,False,False,False,True,1,True,False,False
205,1,3,1,18.0,8.05,False,False,False,True,1,False,False,True
206,0,3,0,2.0,10.4625,False,False,True,False,2,False,False,True
207,0,3,1,32.0,15.85,False,False,False,True,2,False,False,True
208,1,3,1,26.0,18.7875,False,False,False,True,1,True,False,False
209,1,3,0,16.0,7.75,False,False,True,False,1,False,True,False
210,1,1,1,40.0,31.0,False,False,False,True,1,True,False,False
211,0,3,1,24.0,7.05,False,False,False,True,1,False,False,True
212,1,2,0,35.0,21.0,False,False,True,False,1,False,False,True
213,0,3,1,22.0,7.25,False,False,False,True,1,False,False,True
214,0,2,1,30.0,13.0,False,False,False,True,1,False,False,True
215,0,3,1,24.0,7.75,False,False,False,True,2,False,True,False
216,1,1,0,31.0,113.275,False,False,True,False,2,True,False,False
217,1,3,0,27.0,7.925,False,False,True,False,1,False,False,True
218,0,2,1,42.0,27.0,False,False,False,True,2,False,False,True
219,1,1,0,32.0,76.2917,False,False,True,False,1,True,False,False
220,0,2,1,30.0,10.5,False,False,False,True,1,False,False,True
221,1,3,1,16.0,8.05,False,False,False,True,1,False,False,True
222,0,2,1,27.0,13.0,False,False,False,True,1,False,False,True
223,0,3,1,51.0,8.05,False,False,False,True,1,False,False,True
224,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
225,1,1,1,38.0,90.0,False,False,False,True,2,False,False,True
226,0,3,1,22.0,9.35,False,False,False,True,1,False,False,True
227,1,2,1,19.0,10.5,False,False,False,True,1,False,False,True
228,0,3,1,20.5,7.25,False,False,False,True,1,False,False,True
229,0,2,1,18.0,13.0,False,False,False,True,1,False,False,True
230,0,3,0,24.0,25.4667,False,False,True,False,5,False,False,True
231,1,1,0,35.0,83.475,False,True,False,False,2,False,False,True
232,0,3,1,29.0,7.775,False,False,False,True,1,False,False,True
233,0,2,1,59.0,13.5,False,False,False,True,1,False,False,True
234,1,3,0,5.0,31.3875,False,False,True,False,7,False,False,True
235,0,2,1,24.0,10.5,False,False,False,True,1,False,False,True
236,0,3,0,24.0,7.55,False,False,True,False,1,False,False,True
237,0,2,1,44.0,26.0,False,False,False,True,2,False,False,True
238,1,2,0,8.0,26.25,False,False,True,False,3,False,False,True
239,0,2,1,19.0,10.5,False,False,False,True,1,False,False,True
240,0,2,1,33.0,12.275,False,False,False,True,1,False,False,True
241,0,3,0,24.0,14.4542,False,False,True,False,2,True,False,False
242,1,3,0,24.0,15.5,False,False,True,False,2,False,True,False
243,0,2,1,29.0,10.5,False,False,False,True,1,False,False,True
244,0,3,1,22.0,7.125,False,False,False,True,1,False,False,True
245,0,3,1,30.0,7.225,False,False,False,True,1,True,False,False
246,0,1,1,44.0,90.0,True,False,False,False,3,False,True,False
247,0,3,0,25.0,7.775,False,False,True,False,1,False,False,True
248,1,2,0,24.0,14.5,False,True,False,False,3,False,False,True
249,1,1,1,37.0,52.5542,False,False,False,True,3,False,False,True
250,0,2,1,54.0,26.0,True,False,False,False,2,False,False,True
251,0,3,1,24.0,7.25,False,False,False,True,1,False,False,True
252,0,3,0,29.0,10.4625,False,True,False,False,3,False,False,True
253,0,1,1,62.0,26.55,False,False,False,True,1,False,False,True
254,0,3,1,30.0,16.1,False,False,False,True,2,False,False,True
255,0,3,0,41.0,20.2125,False,True,False,False,3,False,False,True
256,1,3,0,29.0,15.2458,False,True,False,False,3,True,False,False
257,1,1,0,37.0,79.2,False,True,False,False,1,True,False,False
258,1,1,0,30.0,86.5,False,False,True,False,1,False,False,True
259,1,1,0,35.0,512.3292,False,False,True,False,1,True,False,False
260,1,2,0,50.0,26.0,False,True,False,False,2,False,False,True
261,0,3,1,24.0,7.75,False,False,False,True,1,False,True,False
262,1,3,1,3.0,31.3875,True,False,False,False,7,False,False,True
263,0,1,1,52.0,79.65,False,False,False,True,3,False,False,True
264,0,1,1,40.0,0.0,False,False,False,True,1,False,False,True
265,0,3,0,24.0,7.75,False,False,True,False,1,False,True,False
266,0,2,1,36.0,10.5,False,False,False,True,1,False,False,True
267,0,3,1,16.0,39.6875,False,False,False,True,6,False,False,True
268,1,3,1,25.0,7.775,False,False,False,True,2,False,False,True
269,1,1,0,58.0,153.4625,False,True,False,False,2,False,False,True
270,1,1,0,35.0,135.6333,False,False,True,False,1,False,False,True
271,0,1,1,37.0,31.0,False,False,False,True,1,False,False,True
272,1,3,1,25.0,0.0,False,False,False,True,1,False,False,True
273,1,2,0,41.0,19.5,False,True,False,False,2,False,False,True
274,0,1,1,37.0,29.7,False,False,False,True,2,True,False,False
275,1,3,0,24.0,7.75,False,False,True,False,1,False,True,False
276,1,1,0,63.0,77.9583,False,False,True,False,2,False,False,True
277,0,3,0,45.0,7.75,False,False,True,False,1,False,False,True
278,0,2,1,29.0,0.0,False,False,False,True,1,False,False,True
279,0,3,1,7.0,29.125,True,False,False,False,6,False,True,False
280,1,3,0,35.0,20.25,False,True,False,False,3,False,False,True
281,0,3,1,65.0,7.75,False,False,False,True,1,False,True,False
282,0,3,1,28.0,7.8542,False,False,False,True,1,False,False,True
283,0,3,1,16.0,9.5,False,False,False,True,1,False,False,True
284,1,3,1,19.0,8.05,False,False,False,True,1,False,False,True
285,0,1,1,37.0,26.0,False,False,False,True,1,False,False,True
286,0,3,1,33.0,8.6625,False,False,False,True,1,True,False,False
287,1,3,1,30.0,9.5,False,False,False,True,1,False,False,True
288,0,3,1,22.0,7.8958,False,False,False,True,1,False,False,True
289,1,2,1,42.0,13.0,False,False,False,True,1,False,False,True
290,1,3,0,22.0,7.75,False,False,True,False,1,False,True,False
291,1,1,0,26.0,78.85,False,False,True,False,1,False,False,True
292,1,1,0,19.0,91.0792,False,True,False,False,2,True,False,False
293,0,2,1,36.0,12.875,False,False,False,True,1,True,False,False
294,0,3,0,24.0,8.85,False,False,True,False,1,False,False,True
295,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
296,0,1,1,37.0,27.7208,False,False,False,True,1,True,False,False
297,0,3,1,23.5,7.2292,False,False,False,True,1,True,False,False
298,0,1,0,2.0,151.55,False,False,True,False,4,False,False,True
299,1,1,1,37.0,30.5,False,False,False,True,1,False,False,True
300,1,1,0,50.0,247.5208,False,True,False,False,2,True,False,False
301,1,3,0,24.0,7.75,False,False,True,False,1,False,True,False
302,1,3,1,24.0,23.25,False,False,False,True,3,False,True,False
303,0,3,1,19.0,0.0,False,False,False,True,1,False,False,True
304,1,2,0,29.0,12.35,False,False,True,False,1,False,True,False
305,0,3,1,24.0,8.05,False,False,False,True,1,False,False,True
306,1,1,1,0.92,151.55,True,False,False,False,4,False,False,True
307,1,1,0,37.0,110.8833,False,False,True,False,1,True,False,False
308,1,1,0,17.0,108.9,False,True,False,False,2,True,False,False
309,0,2,1,30.0,24.0,False,False,False,True,2,True,False,False
310,1,1,0,30.0,56.9292,False,False,True,False,1,True,False,False
311,1,1,0,24.0,83.1583,False,False,True,False,1,True,False,False
312,1,1,0,18.0,262.375,False,False,True,False,5,True,False,False
313,0,2,0,26.0,26.0,False,True,False,False,3,False,False,True
314,0,3,1,28.0,7.8958,False,False,False,True,1,False,False,True
315,0,2,1,43.0,26.25,False,False,False,True,3,False,False,True
316,1,3,0,26.0,7.8542,False,False,True,False,1,False,False,True
317,1,2,0,24.0,26.0,False,True,False,False,2,False,False,True
318,0,2,1,54.0,14.0,True,False,False,False,1,False,False,True
319,1,1,0,31.0,164.8667,False,False,True,False,3,False,False,True
320,1,1,0,40.0,134.5,False,True,False,False,3,True,False,False
321,0,3,1,22.0,7.25,False,False,False,True,1,False,False,True
322,0,3,1,27.0,7.8958,False,False,False,True,1,False,False,True
323,1,2,0,30.0,12.35,False,False,True,False,1,False,True,False
324,1,2,0,22.0,29.0,False,True,False,False,3,False,False,True
325,0,3,1,24.0,69.55,False,False,False,True,11,False,False,True
326,1,1,0,36.0,135.6333,False,False,True,False,1,True,False,False
327,0,3,1,61.0,6.2375,False,False,False,True,1,False,False,True
328,1,2,0,36.0,13.0,False,True,False,False,1,False,False,True
329,1,3,0,31.0,20.525,False,True,False,False,3,False,False,True
330,1,1,0,16.0,57.9792,False,False,True,False,2,True,False,False
331,1,3,0,24.0,23.25,False,False,True,False,3,False,True,False
332,0,1,1,45.5,28.5,False,False,False,True,1,False,False,True
333,0,1,1,38.0,153.4625,False,False,False,True,2,False,False,True
334,0,3,1,16.0,18.0,False,False,False,True,3,False,False,True
335,1,1,0,37.0,133.65,False,True,False,False,2,False,False,True
336,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
337,0,1,1,29.0,66.6,False,False,False,True,2,False,False,True
338,1,1,0,41.0,134.5,False,False,True,False,1,True,False,False
339,1,3,1,45.0,8.05,False,False,False,True,1,False,False,True
340,0,1,1,45.0,35.5,False,False,False,True,1,False,False,True
341,1,2,1,2.0,26.0,True,False,False,False,3,False,False,True
342,1,1,0,24.0,263.0,False,False,True,False,6,False,False,True
343,0,2,1,28.0,13.0,False,False,False,True,1,False,False,True
344,0,2,1,25.0,13.0,False,False,False,True,1,False,False,True
345,0,2,1,36.0,13.0,False,False,False,True,1,False,False,True
346,1,2,0,24.0,13.0,False,False,True,False,1,False,False,True
347,1,2,0,40.0,13.0,False,False,True,False,1,False,False,True
348,1,3,0,24.0,16.1,False,True,False,False,2,False,False,True
349,1,3,1,3.0,15.9,True,False,False,False,3,False,False,True
350,0,3,1,42.0,8.6625,False,False,False,True,1,False,False,True
351,0,3,1,23.0,9.225,False,False,False,True,1,False,False,True
352,0,1,1,37.0,35.0,False,False,False,True,1,False,False,True
353,0,3,1,15.0,7.2292,False,False,False,True,3,True,False,False
354,0,3,1,25.0,17.8,False,False,False,True,2,False,False,True
355,0,3,1,24.0,7.225,False,False,False,True,1,True,False,False
356,0,3,1,28.0,9.5,False,False,False,True,1,False,False,True
357,1,1,0,22.0,55.0,False,False,True,False,2,False,False,True
358,0,2,0,38.0,13.0,False,False,True,False,1,False,False,True
359,1,3,0,24.0,7.8792,False,False,True,False,1,False,True,False
360,1,3,0,24.0,7.8792,False,False,True,False,1,False,True,False
361,0,3,1,40.0,27.9,False,False,False,True,6,False,False,True
362,0,2,1,29.0,27.7208,False,False,False,True,2,True,False,False
363,0,3,0,45.0,14.4542,False,True,False,False,2,True,False,False
364,0,3,1,35.0,7.05,False,False,False,True,1,False,False,True
365,0,3,1,24.0,15.5,False,False,False,True,2,False,True,False
366,0,3,1,30.0,7.25,False,False,False,True,1,False,False,True
367,1,1,0,60.0,75.25,False,True,False,False,2,True,False,False
368,1,3,0,24.0,7.2292,False,True,False,False,1,True,False,False
369,1,3,0,24.0,7.75,False,False,True,False,1,False,True,False
370,1,1,0,24.0,69.3,False,True,False,False,1,True,False,False
371,1,1,1,25.0,55.4417,False,False,False,True,2,True,False,False
372,0,3,1,18.0,6.4958,False,False,False,True,2,False,False,True
373,0,3,1,19.0,8.05,False,False,False,True,1,False,False,True
374,0,1,1,22.0,135.6333,False,False,False,True,1,True,False,False
375,0,3,0,3.0,21.075,False,False,True,False,5,False,False,True
376,1,1,0,37.0,82.1708,False,True,False,False,2,True,False,False
377,1,3,0,22.0,7.25,False,False,True,False,1,False,False,True
378,0,1,1,27.0,211.5,False,False,False,True,3,True,False,False
379,0,3,1,20.0,4.0125,False,False,False,True,1,True,False,False
380,0,3,1,19.0,7.775,False,False,False,True,1,False,False,True
381,1,1,0,42.0,227.525,False,False,True,False,1,True,False,False
382,1,3,0,1.0,15.7417,False,False,True,False,3,True,False,False
383,0,3,1,32.0,7.925,False,False,False,True,1,False,False,True
384,1,1,0,35.0,52.0,False,True,False,False,2,False,False,True
385,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
386,0,2,1,18.0,73.5,False,False,False,True,1,False,False,True
387,0,3,1,1.0,46.9,True,False,False,False,8,False,False,True
388,1,2,0,36.0,13.0,False,False,True,False,1,False,False,True
389,0,3,1,24.0,7.7292,False,False,False,True,1,False,True,False
390,1,2,0,17.0,12.0,False,False,True,False,1,True,False,False
391,1,1,1,36.0,120.0,False,False,False,True,4,False,False,True
392,1,3,1,21.0,7.7958,False,False,False,True,1,False,False,True
393,0,3,1,28.0,7.925,False,False,False,True,3,False,False,True
394,1,1,0,23.0,113.275,False,False,True,False,2,True,False,False
395,1,3,0,24.0,16.7,False,True,False,False,3,False,False,True
396,0,3,1,22.0,7.7958,False,False,False,True,1,False,False,True
397,0,3,0,31.0,7.8542,False,False,True,False,1,False,False,True
398,0,2,1,46.0,26.0,False,False,False,True,1,False,False,True
399,0,2,1,23.0,10.5,True,False,False,False,1,False,False,True
400,1,2,0,28.0,12.65,False,True,False,False,1,False,False,True
401,1,3,1,39.0,7.925,False,False,False,True,1,False,False,True
402,0,3,1,26.0,8.05,False,False,False,True,1,False,False,True
403,0,3,0,21.0,9.825,False,False,True,False,2,False,False,True
404,0,3,1,28.0,15.85,False,False,False,True,2,False,False,True
405,0,3,0,20.0,8.6625,False,False,True,False,1,False,False,True
406,0,2,1,34.0,21.0,False,False,False,True,2,False,False,True
407,0,3,1,51.0,7.75,False,False,False,True,1,False,False,True
408,1,2,1,3.0,18.75,True,False,False,False,3,False,False,True
409,0,3,1,21.0,7.775,False,False,False,True,1,False,False,True
410,0,3,0,24.0,25.4667,False,False,True,False,5,False,False,True
411,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
412,0,3,1,24.0,6.8583,False,False,False,True,1,False,True,False
413,1,1,0,33.0,90.0,False,False,True,False,2,False,True,False
414,0,2,1,29.0,0.0,False,False,False,True,1,False,False,True
415,1,3,1,44.0,7.925,False,False,False,True,1,False,False,True
416,0,3,0,24.0,8.05,False,True,False,False,1,False,False,True
417,1,2,0,34.0,32.5,False,True,False,False,3,False,False,True
418,1,2,0,18.0,13.0,False,False,True,False,3,False,False,True
419,0,2,1,30.0,13.0,False,False,False,True,1,False,False,True
420,0,3,0,10.0,24.15,False,False,True,False,3,False,False,True
421,0,3,1,24.0,7.8958,False,False,False,True,1,True,False,False
422,0,3,1,21.0,7.7333,False,False,False,True,1,False,True,False
423,0,3,1,29.0,7.875,False,False,False,True,1,False,False,True
424,0,3,0,28.0,14.4,False,True,False,False,3,False,False,True
425,0,3,1,18.0,20.2125,False,False,False,True,3,False,False,True
426,0,3,1,24.0,7.25,False,False,False,True,1,False,False,True
427,1,2,0,28.0,26.0,False,True,False,False,2,False,False,True
